artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Led Zeppelin,Thank You,0.316,0.27,7,-14.429,1,0.059,0.171,0.00225,0.165,0.0956,78.476,audio_features,4ZkhFcoS3apzze9w2yI9NO,spotify:track:4ZkhFcoS3apzze9w2yI9NO,https://api.spotify.com/v1/tracks/4ZkhFcoS3apzze9w2yI9NO,https://api.spotify.com/v1/audio-analysis/4ZkhFcoS3apzze9w2yI9NO,289467,4,0
Billy Joel,And So It Goes,0.436,0.084,0,-14.513,1,0.0343,0.901,2.06e-05,0.105,0.355,108.679,audio_features,2r2XzhBMB4liDL9YW80Fqs,spotify:track:2r2XzhBMB4liDL9YW80Fqs,https://api.spotify.com/v1/tracks/2r2XzhBMB4liDL9YW80Fqs,https://api.spotify.com/v1/audio-analysis/2r2XzhBMB4liDL9YW80Fqs,216333,3,0
The Dramatics,In The Rain,0.492,0.492,8,-10.829,0,0.0524,0.475,0.000449,0.441,0.538,72.71,audio_features,6tpLhrjDcGNJ6S7F1rQQYW,spotify:track:6tpLhrjDcGNJ6S7F1rQQYW,https://api.spotify.com/v1/tracks/6tpLhrjDcGNJ6S7F1rQQYW,https://api.spotify.com/v1/audio-analysis/6tpLhrjDcGNJ6S7F1rQQYW,203467,4,0
Dolly Parton,Down From Dover,0.62,0.369,10,-12.791,1,0.0302,0.293,0.00011,0.185,0.316,100.469,audio_features,6rvnIFtbi6OD4pNWHL0ur0,spotify:track:6rvnIFtbi6OD4pNWHL0ur0,https://api.spotify.com/v1/tracks/6rvnIFtbi6OD4pNWHL0ur0,https://api.spotify.com/v1/audio-analysis/6rvnIFtbi6OD4pNWHL0ur0,226360,4,0
The Cure,A Thousand Hours,0.395,0.454,2,-8.657,1,0.0277,0.213,0.142,0.224,0.421,178.787,audio_features,4qOuHC4OwqeZmne2rcuNKA,spotify:track:4qOuHC4OwqeZmne2rcuNKA,https://api.spotify.com/v1/tracks/4qOuHC4OwqeZmne2rcuNKA,https://api.spotify.com/v1/audio-analysis/4qOuHC4OwqeZmne2rcuNKA,202813,4,0
N'Sync,"Bye, Bye, Bye",0.469,0.316,8,-18.699,0,0.05,0.979,0.899,0.107,0.12,172.516,audio_features,3zQwzZSGNOldrqRZNsCSnT,spotify:track:3zQwzZSGNOldrqRZNsCSnT,https://api.spotify.com/v1/tracks/3zQwzZSGNOldrqRZNsCSnT,https://api.spotify.com/v1/audio-analysis/3zQwzZSGNOldrqRZNsCSnT,220867,4,0
Elvis Presley,In the Ghetto,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,audio_features,7KWoeBqSdZHEloYKVxssfG,spotify:track:7KWoeBqSdZHEloYKVxssfG,https://api.spotify.com/v1/tracks/7KWoeBqSdZHEloYKVxssfG,https://api.spotify.com/v1/audio-analysis/7KWoeBqSdZHEloYKVxssfG,167413,4,0
Jewel,You Were Meant For Me,0.582,0.33,6,-7.928,1,0.0347,0.791,1.48e-06,0.105,0.407,111.873,audio_features,6kBU9uWqar0Fw2Ws0he11A,spotify:track:6kBU9uWqar0Fw2Ws0he11A,https://api.spotify.com/v1/tracks/6kBU9uWqar0Fw2Ws0he11A,https://api.spotify.com/v1/audio-analysis/6kBU9uWqar0Fw2Ws0he11A,254480,4,0
Toni Braxton,UnBreak My Heart,0.682,0.24,2,-16.504,0,0.0283,0.43,1.03e-05,0.115,0.218,108.009,audio_features,1DQd7X5bGG7nGHXQByxno9,spotify:track:1DQd7X5bGG7nGHXQByxno9,https://api.spotify.com/v1/tracks/1DQd7X5bGG7nGHXQByxno9,https://api.spotify.com/v1/audio-analysis/1DQd7X5bGG7nGHXQByxno9,271093,4,0
The Checkmates,Love Is All I Have To Give,0.248,0.808,10,-5.542,1,0.0614,0.832,0.0295,0.184,0.488,76.332,audio_features,286qmvt9ztc3vTIFSoNxo3,spotify:track:286qmvt9ztc3vTIFSoNxo3,https://api.spotify.com/v1/tracks/286qmvt9ztc3vTIFSoNxo3,https://api.spotify.com/v1/audio-analysis/286qmvt9ztc3vTIFSoNxo3,255827,4,0
Ray Peterson,Tell Laura I Love Her,0.528,0.394,10,-11.235,1,0.0368,0.751,0,0.173,0.297,102.898,audio_features,1EwpgXlVIzs1E7XBZoRVQl,spotify:track:1EwpgXlVIzs1E7XBZoRVQl,https://api.spotify.com/v1/tracks/1EwpgXlVIzs1E7XBZoRVQl,https://api.spotify.com/v1/audio-analysis/1EwpgXlVIzs1E7XBZoRVQl,174693,4,0
Little Texas,What Might Have Been,0.621,0.201,7,-15.112,1,0.0296,0.623,0,0.131,0.146,130.627,audio_features,04F6rARD2mv4JiT8WglIDz,spotify:track:04F6rARD2mv4JiT8WglIDz,https://api.spotify.com/v1/tracks/04F6rARD2mv4JiT8WglIDz,https://api.spotify.com/v1/audio-analysis/04F6rARD2mv4JiT8WglIDz,238800,4,0
Blink 182,What Went Wrong,0.497,0.504,9,-9.535,1,0.0581,0.9,0.774,0.121,0.46,112.491,audio_features,3R42iPj9CDzxplI0aXMwPK,spotify:track:3R42iPj9CDzxplI0aXMwPK,https://api.spotify.com/v1/tracks/3R42iPj9CDzxplI0aXMwPK,https://api.spotify.com/v1/audio-analysis/3R42iPj9CDzxplI0aXMwPK,192418,4,0
Ben Harper,Walk Away,0.712,0.0954,7,-15.896,1,0.0474,0.875,0,0.105,0.393,140.427,audio_features,7fN5Bk53hWwWMa0oSMyoFH,spotify:track:7fN5Bk53hWwWMa0oSMyoFH,https://api.spotify.com/v1/tracks/7fN5Bk53hWwWMa0oSMyoFH,https://api.spotify.com/v1/audio-analysis/7fN5Bk53hWwWMa0oSMyoFH,229493,4,0
All 4 One,I Swear,0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,audio_features,3V0PeMg2mhbYRtk9bioAwF,spotify:track:3V0PeMg2mhbYRtk9bioAwF,https://api.spotify.com/v1/tracks/3V0PeMg2mhbYRtk9bioAwF,https://api.spotify.com/v1/audio-analysis/3V0PeMg2mhbYRtk9bioAwF,259853,4,0
Fiona Apple,Never is a Promise,0.328,0.193,0,-13.423,1,0.0331,0.908,0.016,0.112,0.187,116.649,audio_features,6fxVwgRXQgTI3AZiuQlJst,spotify:track:6fxVwgRXQgTI3AZiuQlJst,https://api.spotify.com/v1/tracks/6fxVwgRXQgTI3AZiuQlJst,https://api.spotify.com/v1/audio-analysis/6fxVwgRXQgTI3AZiuQlJst,354533,4,0
Linda Ronstadt,Hurt So Bad,0.606,0.457,0,-9.366,0,0.0293,0.279,1.87e-05,0.389,0.534,99.402,audio_features,4dcgQSGrWkA50vlKHpdwu1,spotify:track:4dcgQSGrWkA50vlKHpdwu1,https://api.spotify.com/v1/tracks/4dcgQSGrWkA50vlKHpdwu1,https://api.spotify.com/v1/audio-analysis/4dcgQSGrWkA50vlKHpdwu1,190760,4,0
Black Sabbath,Solitude,0.343,0.0213,7,-28.714,0,0.0386,0.829,0.684,0.121,0.54,111.372,audio_features,0wjptUxT1jhKZ3Xm4lX8OF,spotify:track:0wjptUxT1jhKZ3Xm4lX8OF,https://api.spotify.com/v1/tracks/0wjptUxT1jhKZ3Xm4lX8OF,https://api.spotify.com/v1/audio-analysis/0wjptUxT1jhKZ3Xm4lX8OF,301648,3,0
Louis Armstrong,What A Wonderful World,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,audio_features,29U7stRjqHU6rMiS8BfaI9,spotify:track:29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/tracks/29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/audio-analysis/29U7stRjqHU6rMiS8BfaI9,139227,4,1
The Velvet Underground,Oh! Sweet Nuthin',0.399,0.467,5,-11.763,1,0.0284,0.303,0.0186,0.124,0.525,75.601,audio_features,0i19MAZbyn8uTir7FprXId,spotify:track:0i19MAZbyn8uTir7FprXId,https://api.spotify.com/v1/tracks/0i19MAZbyn8uTir7FprXId,https://api.spotify.com/v1/audio-analysis/0i19MAZbyn8uTir7FprXId,445187,4,0
Elvis Presley,Danny Boy,0.332,0.0677,0,-16.349,1,0.0305,0.991,0.0904,0.102,0.11,143.748,audio_features,6vRcPFyMNBS7YX7FY0MSWf,spotify:track:6vRcPFyMNBS7YX7FY0MSWf,https://api.spotify.com/v1/tracks/6vRcPFyMNBS7YX7FY0MSWf,https://api.spotify.com/v1/audio-analysis/6vRcPFyMNBS7YX7FY0MSWf,236347,4,0
Blink 182,I'm Lost Without You,0.395,0.659,4,-7.888,1,0.0351,0.148,0.0302,0.606,0.368,85.445,audio_features,7D2v3ZuXQsfD20qvCvMNxW,spotify:track:7D2v3ZuXQsfD20qvCvMNxW,https://api.spotify.com/v1/tracks/7D2v3ZuXQsfD20qvCvMNxW,https://api.spotify.com/v1/audio-analysis/7D2v3ZuXQsfD20qvCvMNxW,380547,4,0
Smashing Pumpkins,Soothe,0.399,0.082,3,-20.555,1,0.0423,0.921,0.388,0.124,0.0797,172.772,audio_features,50TMULA0p9lEYV9FGlDtvA,spotify:track:50TMULA0p9lEYV9FGlDtvA,https://api.spotify.com/v1/tracks/50TMULA0p9lEYV9FGlDtvA,https://api.spotify.com/v1/audio-analysis/50TMULA0p9lEYV9FGlDtvA,156480,4,0
Taio Cruz,Dynamite,0.754,0.804,4,-3.177,1,0.0853,0.00332,0,0.0329,0.818,119.968,audio_features,1DqdF42leyFIzqNDv9CjId,spotify:track:1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/tracks/1DqdF42leyFIzqNDv9CjId,https://api.spotify.com/v1/audio-analysis/1DqdF42leyFIzqNDv9CjId,203867,4,1
The Indigo Girls,Ghost,0.392,0.378,7,-9.684,1,0.0285,0.646,0,0.0808,0.297,77.753,audio_features,2n59WD98AENlKhevkgg3Es,spotify:track:2n59WD98AENlKhevkgg3Es,https://api.spotify.com/v1/tracks/2n59WD98AENlKhevkgg3Es,https://api.spotify.com/v1/audio-analysis/2n59WD98AENlKhevkgg3Es,314093,4,0
Donna Summer,Don't Cry for Me Argentina,0.44,0.385,0,-10.167,1,0.0279,0.115,2.78e-05,0.101,0.209,170.226,audio_features,1M335wPbSxgMTwDm1XOvTA,spotify:track:1M335wPbSxgMTwDm1XOvTA,https://api.spotify.com/v1/tracks/1M335wPbSxgMTwDm1XOvTA,https://api.spotify.com/v1/audio-analysis/1M335wPbSxgMTwDm1XOvTA,269373,4,0
Richard & Linda Thompson,Withered and Died,0.446,0.211,0,-13.993,1,0.0262,0.58,0.0352,0.0985,0.208,86.102,audio_features,3z0w6eCGxkznXMaH84xIEy,spotify:track:3z0w6eCGxkznXMaH84xIEy,https://api.spotify.com/v1/tracks/3z0w6eCGxkznXMaH84xIEy,https://api.spotify.com/v1/audio-analysis/3z0w6eCGxkznXMaH84xIEy,206947,3,0
Christina Perri,Jar of Hearts,0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,audio_features,0HZhYMZOcUzZKSFwPOti6m,spotify:track:0HZhYMZOcUzZKSFwPOti6m,https://api.spotify.com/v1/tracks/0HZhYMZOcUzZKSFwPOti6m,https://api.spotify.com/v1/audio-analysis/0HZhYMZOcUzZKSFwPOti6m,246587,4,0
Manfred Mann,Do Wah Diddy Diddy,0.661,0.557,4,-8.244,1,0.049,0.262,0,0.0557,0.957,125.445,audio_features,7gEpTMp9MQc1uJwivtL37R,spotify:track:7gEpTMp9MQc1uJwivtL37R,https://api.spotify.com/v1/tracks/7gEpTMp9MQc1uJwivtL37R,https://api.spotify.com/v1/audio-analysis/7gEpTMp9MQc1uJwivtL37R,143400,4,1
Eagles,The Last Resort,0.549,0.28,7,-10.692,1,0.0311,0.474,0.0612,0.16,0.299,125.83,audio_features,0MrZG1nTNQVzeSJKi6gFVF,spotify:track:0MrZG1nTNQVzeSJKi6gFVF,https://api.spotify.com/v1/tracks/0MrZG1nTNQVzeSJKi6gFVF,https://api.spotify.com/v1/audio-analysis/0MrZG1nTNQVzeSJKi6gFVF,444912,4,0
The Carpenters,Goodbye to Love,0.222,0.348,5,-12.017,1,0.0291,0.403,0.00038,0.161,0.398,82.375,audio_features,1Hkjw3qKQ7Bmb0Tu5gzp3D,spotify:track:1Hkjw3qKQ7Bmb0Tu5gzp3D,https://api.spotify.com/v1/tracks/1Hkjw3qKQ7Bmb0Tu5gzp3D,https://api.spotify.com/v1/audio-analysis/1Hkjw3qKQ7Bmb0Tu5gzp3D,238267,4,0
The Replacements,If only you were lonely,0.536,0.378,7,-12.085,1,0.029,0.37,0,0.134,0.63,113.266,audio_features,59r4xGhKwI5SpuxUylvTKP,spotify:track:59r4xGhKwI5SpuxUylvTKP,https://api.spotify.com/v1/tracks/59r4xGhKwI5SpuxUylvTKP,https://api.spotify.com/v1/audio-analysis/59r4xGhKwI5SpuxUylvTKP,157307,4,0
Michael Bolton,Said I Loved You but I Lied,0.547,0.569,10,-8.644,1,0.0271,0.189,7.05e-06,0.156,0.432,159.713,audio_features,2nfMrwg3aRhSAv4HX7IzJL,spotify:track:2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/tracks/2nfMrwg3aRhSAv4HX7IzJL,https://api.spotify.com/v1/audio-analysis/2nfMrwg3aRhSAv4HX7IzJL,304867,4,0
Newsong,Christmas Shoes,0.438,0.386,4,-10.024,1,0.034,0.689,0,0.113,0.281,131.926,audio_features,2P950p6RQQxCROYYZGjcBr,spotify:track:2P950p6RQQxCROYYZGjcBr,https://api.spotify.com/v1/tracks/2P950p6RQQxCROYYZGjcBr,https://api.spotify.com/v1/audio-analysis/2P950p6RQQxCROYYZGjcBr,291200,4,0
Sia,Breathe Me,0.542,0.625,0,-7.366,1,0.0329,0.0429,0.775,0.112,0.204,120.064,audio_features,2Bo0hh0yoQReC4reJav5DT,spotify:track:2Bo0hh0yoQReC4reJav5DT,https://api.spotify.com/v1/tracks/2Bo0hh0yoQReC4reJav5DT,https://api.spotify.com/v1/audio-analysis/2Bo0hh0yoQReC4reJav5DT,272067,4,0
The Four Seasons,Big Girls Don't Cry,0.764,0.84,2,-5.023,1,0.0672,0.393,8.64e-06,0.0686,0.843,130.276,audio_features,00meczE1jpLTX0BBzIGrAR,spotify:track:00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/tracks/00meczE1jpLTX0BBzIGrAR,https://api.spotify.com/v1/audio-analysis/00meczE1jpLTX0BBzIGrAR,148013,4,0
Van Der Graaf Generator,A Plague of Lighthouse Keepers,0.115,0.667,0,-8.363,1,0.0594,0.0178,1.85e-05,0.101,0.0721,74.858,audio_features,5RYh6KA70fdHJtQElMWIna,spotify:track:5RYh6KA70fdHJtQElMWIna,https://api.spotify.com/v1/tracks/5RYh6KA70fdHJtQElMWIna,https://api.spotify.com/v1/audio-analysis/5RYh6KA70fdHJtQElMWIna,1392667,4,0
Leo Sayer,When I Need You,0.597,0.342,8,-8.167,1,0.0299,0.389,3.04e-05,0.114,0.11,109.609,audio_features,2TcwEYyydQuEMJwdmSgVLD,spotify:track:2TcwEYyydQuEMJwdmSgVLD,https://api.spotify.com/v1/tracks/2TcwEYyydQuEMJwdmSgVLD,https://api.spotify.com/v1/audio-analysis/2TcwEYyydQuEMJwdmSgVLD,253227,3,0
Rolling Stones,As Tears Go By,0.346,0.305,7,-9.189,1,0.0289,0.729,0.00252,0.2,0.352,112.899,audio_features,0TW8F75cpQuGUtgcKNmOEJ,spotify:track:0TW8F75cpQuGUtgcKNmOEJ,https://api.spotify.com/v1/tracks/0TW8F75cpQuGUtgcKNmOEJ,https://api.spotify.com/v1/audio-analysis/0TW8F75cpQuGUtgcKNmOEJ,166267,4,0
Tori Amos,A Sorta Fairytale,0.605,0.463,5,-9.805,0,0.0433,0.683,0.0206,0.091,0.888,153.072,audio_features,7Kwmac3lkTQ8tPyAVQ0L8G,spotify:track:7Kwmac3lkTQ8tPyAVQ0L8G,https://api.spotify.com/v1/tracks/7Kwmac3lkTQ8tPyAVQ0L8G,https://api.spotify.com/v1/audio-analysis/7Kwmac3lkTQ8tPyAVQ0L8G,328600,4,0
Conway Twitty,It's Only Make Believe,0.561,0.381,10,-11.303,1,0.032,0.777,5.25e-05,0.12,0.479,115.186,audio_features,2FPHyyvfLMIV8GkUWWwYl5,spotify:track:2FPHyyvfLMIV8GkUWWwYl5,https://api.spotify.com/v1/tracks/2FPHyyvfLMIV8GkUWWwYl5,https://api.spotify.com/v1/audio-analysis/2FPHyyvfLMIV8GkUWWwYl5,150133,3,0
Leonard Cohen,Famous Blue Raincoat,0.474,0.0404,9,-22.208,0,0.0387,0.948,0.000263,0.111,0.18,119.415,audio_features,77K5TB5KZmDZCoJCdd1NvE,spotify:track:77K5TB5KZmDZCoJCdd1NvE,https://api.spotify.com/v1/tracks/77K5TB5KZmDZCoJCdd1NvE,https://api.spotify.com/v1/audio-analysis/77K5TB5KZmDZCoJCdd1NvE,310773,3,0
Eisley,Telescope Eyes,0.374,0.783,11,-5.111,0,0.0344,0.134,0,0.278,0.576,202.064,audio_features,7y1ScaTfRogQATFTHTqOqN,spotify:track:7y1ScaTfRogQATFTHTqOqN,https://api.spotify.com/v1/tracks/7y1ScaTfRogQATFTHTqOqN,https://api.spotify.com/v1/audio-analysis/7y1ScaTfRogQATFTHTqOqN,183880,4,0
Peggy Lee,Is That All There Is,0.451,0.0587,10,-21.635,1,0.0369,0.799,0,0.0952,0.396,109.77,audio_features,1lfgMTtRomZmt8LKG1uFvg,spotify:track:1lfgMTtRomZmt8LKG1uFvg,https://api.spotify.com/v1/tracks/1lfgMTtRomZmt8LKG1uFvg,https://api.spotify.com/v1/audio-analysis/1lfgMTtRomZmt8LKG1uFvg,259333,4,0
The Cars,Why Can't I Have You,0.586,0.503,4,-10.001,0,0.0322,0.358,1.41e-05,0.0426,0.895,206.208,audio_features,3hPljMlsrP2S4j2WQdhZo0,spotify:track:3hPljMlsrP2S4j2WQdhZo0,https://api.spotify.com/v1/tracks/3hPljMlsrP2S4j2WQdhZo0,https://api.spotify.com/v1/audio-analysis/3hPljMlsrP2S4j2WQdhZo0,245507,4,0
David Geddes,Run Joey Run,0.41,0.475,10,-10.635,1,0.056,0.605,0,0.123,0.356,147.113,audio_features,1g2nJvSNGFj145mRiT6usx,spotify:track:1g2nJvSNGFj145mRiT6usx,https://api.spotify.com/v1/tracks/1g2nJvSNGFj145mRiT6usx,https://api.spotify.com/v1/audio-analysis/1g2nJvSNGFj145mRiT6usx,175760,4,0
Billy Vera & the Beaters,At This Moment,0.578,0.286,6,-7.371,1,0.0421,0.864,2.68e-05,0.168,0.16,80.975,audio_features,6LDRTOMCSx81hKXAk1LuHd,spotify:track:6LDRTOMCSx81hKXAk1LuHd,https://api.spotify.com/v1/tracks/6LDRTOMCSx81hKXAk1LuHd,https://api.spotify.com/v1/audio-analysis/6LDRTOMCSx81hKXAk1LuHd,234507,3,0
Seal,Don't Cry,0.283,0.421,2,-8.112,1,0.0305,0.727,9.45e-05,0.33,0.151,92.545,audio_features,1plWd6HPu5RUGa3kszuaYA,spotify:track:1plWd6HPu5RUGa3kszuaYA,https://api.spotify.com/v1/tracks/1plWd6HPu5RUGa3kszuaYA,https://api.spotify.com/v1/audio-analysis/1plWd6HPu5RUGa3kszuaYA,377907,3,0
Simon & Garfunkel,The Boxer,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,audio_features,76TZCvJ8GitQ2FA1q5dKu0,spotify:track:76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/tracks/76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/audio-analysis/76TZCvJ8GitQ2FA1q5dKu0,308520,4,0
Stephen Sondheim,Losing My Mind,0.304,0.155,6,-14.297,1,0.0374,0.913,0,0.705,0.0516,92.61,audio_features,67gjUn9DKeTCB9qqxsJVk6,spotify:track:67gjUn9DKeTCB9qqxsJVk6,https://api.spotify.com/v1/tracks/67gjUn9DKeTCB9qqxsJVk6,https://api.spotify.com/v1/audio-analysis/67gjUn9DKeTCB9qqxsJVk6,256560,5,0
Ray Charles,Georgia on My Mind,0.258,0.248,7,-11.452,1,0.0299,0.652,0,0.16,0.196,104.834,audio_features,4aBVXXyOczufUUHQ0n9Jdg,spotify:track:4aBVXXyOczufUUHQ0n9Jdg,https://api.spotify.com/v1/tracks/4aBVXXyOczufUUHQ0n9Jdg,https://api.spotify.com/v1/audio-analysis/4aBVXXyOczufUUHQ0n9Jdg,216920,3,0
Reba McEntire,One Promise to Late,0.563,0.228,10,-18.139,1,0.03,0.727,0.9,0.246,0.597,76.002,audio_features,79MjHQYisHma9diFrdO3KD,spotify:track:79MjHQYisHma9diFrdO3KD,https://api.spotify.com/v1/tracks/79MjHQYisHma9diFrdO3KD,https://api.spotify.com/v1/audio-analysis/79MjHQYisHma9diFrdO3KD,218082,4,0
Nirvana,Something in the Way,0.444,0.2,8,-12.852,1,0.0304,0.742,0.42,0.11,0.0777,105.566,audio_features,1nFtiJxYdhtFfFtfXBv06s,spotify:track:1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/tracks/1nFtiJxYdhtFfFtfXBv06s,https://api.spotify.com/v1/audio-analysis/1nFtiJxYdhtFfFtfXBv06s,232147,4,0
Grand Funk Railroad,Mean Mistreater,0.271,0.551,9,-8.712,0,0.0596,0.492,0.142,0.98,0.125,149.474,audio_features,0DUG0ktg6k37cafzpB8Uff,spotify:track:0DUG0ktg6k37cafzpB8Uff,https://api.spotify.com/v1/tracks/0DUG0ktg6k37cafzpB8Uff,https://api.spotify.com/v1/audio-analysis/0DUG0ktg6k37cafzpB8Uff,296133,3,0
Doug Ashdown,Winter in America,0.509,0.0429,2,-23.44,1,0.0387,0.877,0.00373,0.168,0.198,73.403,audio_features,2mf2lEO3VfZW4g1p75wCWh,spotify:track:2mf2lEO3VfZW4g1p75wCWh,https://api.spotify.com/v1/tracks/2mf2lEO3VfZW4g1p75wCWh,https://api.spotify.com/v1/audio-analysis/2mf2lEO3VfZW4g1p75wCWh,132000,4,0
Frank Sinatra,Three Coins in the Fountain,0.282,0.113,0,-16.69,1,0.0336,0.867,4.76e-05,0.357,0.225,67.365,audio_features,2LnTydfDh8VOvJH7cSLqjS,spotify:track:2LnTydfDh8VOvJH7cSLqjS,https://api.spotify.com/v1/tracks/2LnTydfDh8VOvJH7cSLqjS,https://api.spotify.com/v1/audio-analysis/2LnTydfDh8VOvJH7cSLqjS,225427,4,0
Hootie & the Blowfish,Let Her Cry,0.352,0.698,7,-6.278,1,0.0303,0.0353,0,0.113,0.256,142.57,audio_features,6NGi23FFKq9tH5NR1NcTw2,spotify:track:6NGi23FFKq9tH5NR1NcTw2,https://api.spotify.com/v1/tracks/6NGi23FFKq9tH5NR1NcTw2,https://api.spotify.com/v1/audio-analysis/6NGi23FFKq9tH5NR1NcTw2,318533,4,0
Elvis Presley,Can't Help Falling in Love with You,0.37,0.384,0,-12.696,1,0.0297,0.583,0.61,0.417,0.546,92.425,audio_features,6Z1QJ60IzKmUhW9N479mxE,spotify:track:6Z1QJ60IzKmUhW9N479mxE,https://api.spotify.com/v1/tracks/6Z1QJ60IzKmUhW9N479mxE,https://api.spotify.com/v1/audio-analysis/6Z1QJ60IzKmUhW9N479mxE,223600,4,0
The Carpenters,Rainy Days and Mondays,0.371,0.24,7,-11.289,0,0.0319,0.856,1.02e-06,0.0577,0.286,75.405,audio_features,1929eIMhIFVN00MVzejNne,spotify:track:1929eIMhIFVN00MVzejNne,https://api.spotify.com/v1/tracks/1929eIMhIFVN00MVzejNne,https://api.spotify.com/v1/audio-analysis/1929eIMhIFVN00MVzejNne,218893,4,0
Frank Sinatra,Blue Moon,0.644,0.156,1,-16.529,1,0.0329,0.532,0,0.105,0.744,113.96,audio_features,5RLzsVW6UNiV2YrOlKwzNN,spotify:track:5RLzsVW6UNiV2YrOlKwzNN,https://api.spotify.com/v1/tracks/5RLzsVW6UNiV2YrOlKwzNN,https://api.spotify.com/v1/audio-analysis/5RLzsVW6UNiV2YrOlKwzNN,171427,4,0
McFadden & Whitehead,Ain't No Stopping Us Now,0.762,0.624,10,-7.74,0,0.031,0.0699,0.00116,0.0813,0.969,114.026,audio_features,4lIlmUxE9mKrFMl51b9WCZ,spotify:track:4lIlmUxE9mKrFMl51b9WCZ,https://api.spotify.com/v1/tracks/4lIlmUxE9mKrFMl51b9WCZ,https://api.spotify.com/v1/audio-analysis/4lIlmUxE9mKrFMl51b9WCZ,226250,4,1
Pearl Jam,Last Kiss,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,audio_features,0QnONzv3TvHAWk294h6DaQ,spotify:track:0QnONzv3TvHAWk294h6DaQ,https://api.spotify.com/v1/tracks/0QnONzv3TvHAWk294h6DaQ,https://api.spotify.com/v1/audio-analysis/0QnONzv3TvHAWk294h6DaQ,195467,4,0
The Ataris,The Saddest Song,0.43,0.854,10,-4.511,1,0.0417,0.0048,0,0.188,0.462,135.951,audio_features,1wPnz4i26q2CM0hCiLMYt3,spotify:track:1wPnz4i26q2CM0hCiLMYt3,https://api.spotify.com/v1/tracks/1wPnz4i26q2CM0hCiLMYt3,https://api.spotify.com/v1/audio-analysis/1wPnz4i26q2CM0hCiLMYt3,255373,4,0
Dan Hill,Sometimes When We Touch,0.589,0.348,2,-11.032,1,0.038,0.685,3.2e-06,0.0849,0.28,119.374,audio_features,2hw2fDtNPkIowTNuQRmlnN,spotify:track:2hw2fDtNPkIowTNuQRmlnN,https://api.spotify.com/v1/tracks/2hw2fDtNPkIowTNuQRmlnN,https://api.spotify.com/v1/audio-analysis/2hw2fDtNPkIowTNuQRmlnN,252707,4,0
Nick Cave,Are You the One I've Been Waiting For,0.453,0.183,8,-17.309,1,0.0289,0.817,0.0271,0.108,0.154,140.482,audio_features,0dH8cQPWcuczLRJrLDPn6r,spotify:track:0dH8cQPWcuczLRJrLDPn6r,https://api.spotify.com/v1/tracks/0dH8cQPWcuczLRJrLDPn6r,https://api.spotify.com/v1/audio-analysis/0dH8cQPWcuczLRJrLDPn6r,245467,4,0
The Mountain Goats,In Corolla,0.741,0.21,9,-12.813,1,0.0464,0.876,0.233,0.104,0.268,124.216,audio_features,5UAA3fhd2mcvtbY7g3ZGEC,spotify:track:5UAA3fhd2mcvtbY7g3ZGEC,https://api.spotify.com/v1/tracks/5UAA3fhd2mcvtbY7g3ZGEC,https://api.spotify.com/v1/audio-analysis/5UAA3fhd2mcvtbY7g3ZGEC,245133,4,0
Randy Newman,Marie,0.222,0.144,9,-18.117,1,0.0331,0.875,0.0487,0.105,0.163,78.687,audio_features,2RsIMMh9vfuaQanujKuqUq,spotify:track:2RsIMMh9vfuaQanujKuqUq,https://api.spotify.com/v1/tracks/2RsIMMh9vfuaQanujKuqUq,https://api.spotify.com/v1/audio-analysis/2RsIMMh9vfuaQanujKuqUq,189267,3,0
Dan Fogelberg,Same Old Lang Syne,0.438,0.464,0,-9.131,1,0.0277,0.78,2.74e-06,0.161,0.288,106.937,audio_features,4Vl4sf0EljY8GxAyjqJD6p,spotify:track:4Vl4sf0EljY8GxAyjqJD6p,https://api.spotify.com/v1/tracks/4Vl4sf0EljY8GxAyjqJD6p,https://api.spotify.com/v1/audio-analysis/4Vl4sf0EljY8GxAyjqJD6p,320893,4,0
